Image Name,Predicted,Ground Truth
Aleurocanthus spiniferus Pupa\61567.jpg,3,3
Aleurocanthus spiniferus Pupa\61569.jpg,3,3
Aleurocanthus spiniferus Pupa\61570.jpg,3,3
Aleurocanthus spiniferus Pupa\61576.jpg,3,3
Aleurocanthus spiniferus Pupa\61582.jpg,3,3
Aleurocanthus spiniferus Pupa\61583.jpg,3,3
Aleurocanthus spiniferus Pupa\61584.jpg,3,3
Aleurocanthus spiniferus Pupa\61585.jpg,3,3
Aleurocanthus spiniferus Pupa\61587.jpg,3,3
Aleurocanthus spiniferus Pupa\61597.jpg,3,3
Aleurocanthus spiniferus Pupa\61602.jpg,3,3
Aleurocanthus spiniferus Pupa\61615.jpg,3,3
Aleurocanthus spiniferus Pupa\61631.jpg,3,3
Aleurocanthus spiniferus Pupa\61641.jpg,3,3
Aleurocanthus spiniferus Pupa\61643.jpg,3,3
Aleurocanthus spiniferus Pupa\61665.jpg,3,3
Aleurocanthus spiniferus Pupa\61670.jpg,3,3
Aleurocanthus spiniferus Pupa\61673.jpg,3,3
Aleurocanthus spiniferus Pupa\61680.jpg,3,3
Aleurocanthus spiniferus Pupa\61681.jpg,3,3
Aleurocanthus spiniferus Pupa\61683.jpg,3,3
Aleurocanthus spiniferus Pupa\61687.jpg,3,3
Aleurocanthus spiniferus Pupa\61688.jpg,33,3
Aleurocanthus spiniferus Pupa\61700.jpg,3,3
Ampelophaga Adult\43889.jpg,4,4
Ampelophaga Adult\43892.jpg,4,4
Ampelophaga Adult\43900.jpg,5,4
Ampelophaga Adult\43901.jpg,5,4
Ampelophaga Adult\43908.jpg,30,4
Ampelophaga Adult\43910.jpg,33,4
Ampelophaga Adult\43915.jpg,102,4
Ampelophaga Adult\43919.jpg,4,4
Ampelophaga Adult\43926.jpg,33,4
Ampelophaga Adult\43932.jpg,4,4
Ampelophaga Adult\43934.jpg,4,4
Ampelophaga Adult\43936.jpg,4,4
Ampelophaga Adult\43944.jpg,5,4
Ampelophaga Adult\43945.jpg,124,4
Ampelophaga Adult\43948.jpg,5,4
Ampelophaga Adult\43949.jpg,4,4
Ampelophaga Adult\43951.jpg,4,4
Ampelophaga Adult\43961.jpg,4,4
Ampelophaga Adult\43962.jpg,4,4
Ampelophaga Adult\43965.jpg,5,4
Ampelophaga Adult\43970.jpg,5,4
Ampelophaga Adult\43974.jpg,4,4
Ampelophaga Adult\43977.jpg,79,4
Ampelophaga Adult\43982.jpg,5,4
Ampelophaga Adult\43987.jpg,33,4
Ampelophaga Adult\43988.jpg,4,4
Ampelophaga Adult\43992.jpg,32,4
Ampelophaga Adult\43993.jpg,102,4
Ampelophaga Adult\43997.jpg,33,4
Ampelophaga Adult\43999.jpg,4,4
Ampelophaga Adult\44001.jpg,4,4
Ampelophaga Adult\44003.jpg,4,4
Ampelophaga Adult\44012.jpg,5,4
Ampelophaga Adult\44020.jpg,4,4
Ampelophaga Adult\44021.jpg,0,4
Ampelophaga Adult\44027.jpg,4,4
Ampelophaga Adult\44030.jpg,14,4
Ampelophaga Adult\44034.jpg,5,4
Ampelophaga Adult\44036.jpg,5,4
Ampelophaga Adult\44041.jpg,33,4
Ampelophaga Adult\44042.jpg,4,4
Ampelophaga Adult\44050.jpg,4,4
Ampelophaga Adult\44055.jpg,4,4
Ampelophaga Adult\44062.jpg,4,4
Ampelophaga Adult\44063.jpg,4,4
Ampelophaga Adult\44068.jpg,4,4
Ampelophaga Adult\44072.jpg,0,4
Ampelophaga Adult\44075.jpg,30,4
Ampelophaga Adult\44076.jpg,127,4
Ampelophaga Adult\44080.jpg,4,4
Ampelophaga Adult\44081.jpg,33,4
Ampelophaga Adult\44094.jpg,4,4
Ampelophaga Adult\44097.jpg,4,4
Ampelophaga Adult\44100.jpg,4,4
Ampelophaga Adult\44103.jpg,4,4
Ampelophaga Adult\44104.jpg,65,4
Ampelophaga Adult\44108.jpg,4,4
Ampelophaga Adult\44109.jpg,4,4
Ampelophaga Adult\44111.jpg,4,4
Ampelophaga Adult\44113.jpg,4,4
Ampelophaga Adult\44115.jpg,4,4
Ampelophaga Adult\44119.jpg,4,4
Ampelophaga Adult\44126.jpg,5,4
Ampelophaga Adult\44130.jpg,4,4
Ampelophaga Adult\44131.jpg,4,4
Ampelophaga Adult\44139.jpg,5,4
Ampelophaga Adult\44150.jpg,4,4
Ampelophaga Adult\44156.jpg,4,4
Ampelophaga Adult\44158.jpg,4,4
Ampelophaga Adult\44160.jpg,33,4
Ampelophaga Adult\44163.jpg,4,4
Ampelophaga Adult\44177.jpg,4,4
Ampelophaga Adult\44181.jpg,4,4
Ampelophaga Adult\44191.jpg,18,4
Ampelophaga Adult\44193.jpg,4,4
Ampelophaga Adult\44202.jpg,4,4
Ampelophaga Adult\44205.jpg,5,4
Ampelophaga Adult\44206.jpg,159,4
Ampelophaga Adult\44210.jpg,104,4
Ampelophaga Adult\44211.jpg,4,4
Ampelophaga Adult\44212.jpg,4,4
Ampelophaga Adult\44219.jpg,4,4
Ampelophaga Adult\44222.jpg,4,4
Ampelophaga Adult\44232.jpg,4,4
Ampelophaga Adult\44242.jpg,4,4
Ampelophaga Adult\44250.jpg,4,4
Ampelophaga Adult\44253.jpg,4,4
Ampelophaga Adult\44254.jpg,4,4
Ampelophaga Adult\44256.jpg,4,4
Ampelophaga Adult\44257.jpg,4,4
Ampelophaga Adult\44260.jpg,4,4
Ampelophaga Adult\44265.jpg,4,4
Ampelophaga Adult\44266.jpg,102,4
Ampelophaga Adult\44268.jpg,4,4
Ampelophaga Adult\44271.jpg,5,4
Ampelophaga Adult\44272.jpg,4,4
Ampelophaga Adult\44273.jpg,4,4
Ampelophaga Adult\44274.jpg,4,4
Ampelophaga Adult\44279.jpg,5,4
Ampelophaga Adult\44287.jpg,4,4
Ampelophaga Adult\44292.jpg,5,4
Ampelophaga Adult\44296.jpg,67,4
Ampelophaga Adult\44297.jpg,4,4
Ampelophaga Adult\44298.jpg,4,4
Ampelophaga Adult\44310.jpg,51,4
Ampelophaga Adult\44311.jpg,4,4
Ampelophaga Adult\44327.jpg,5,4
Ampelophaga Adult\44328.jpg,4,4
Ampelophaga Adult\44331.jpg,94,4
Ampelophaga Adult\44336.jpg,4,4
Ampelophaga Adult\44337.jpg,4,4
Ampelophaga Adult\44340.jpg,4,4
Ampelophaga Adult\44344.jpg,4,4
Ampelophaga Adult\44345.jpg,51,4
Ampelophaga Adult\44348.jpg,4,4
Ampelophaga Adult\44350.jpg,4,4
Ampelophaga Adult\44372.jpg,4,4
Ampelophaga Adult\44373.jpg,4,4
Ampelophaga Adult\44375.jpg,4,4
Ampelophaga Adult\44376.jpg,4,4
Ampelophaga Adult\44379.jpg,4,4
Ampelophaga Adult\44380.jpg,74,4
Ampelophaga Adult\44405.jpg,4,4
Ampelophaga Adult\44412.jpg,4,4
Ampelophaga Adult\44415.jpg,106,4
Ampelophaga Adult\44420.jpg,4,4
Ampelophaga Adult\44423.jpg,4,4
Ampelophaga Adult\44435.jpg,4,4
Ampelophaga Adult\44438.jpg,33,4
Ampelophaga Adult\44444.jpg,102,4
Ampelophaga Adult\44449.jpg,4,4
Ampelophaga Adult\44455.jpg,4,4
Ampelophaga Adult\44481.jpg,4,4
Ampelophaga Adult\44483.jpg,4,4
Ampelophaga Adult\44486.jpg,4,4
Ampelophaga Adult\44497.jpg,119,4
Ampelophaga Adult\44498.jpg,0,4
Ampelophaga Adult\44506.jpg,4,4
Ampelophaga Adult\44511.jpg,4,4
Ampelophaga Adult\44513.jpg,4,4
Ampelophaga Adult\44526.jpg,4,4
Ampelophaga Adult\44527.jpg,4,4
Ampelophaga Adult\44535.jpg,4,4
Ampelophaga Adult\44541.jpg,33,4
Ampelophaga Adult\44554.jpg,4,4
Ampelophaga Adult\44565.jpg,4,4
Ampelophaga Adult\44566.jpg,4,4
Ampelophaga Adult\44570.jpg,4,4
Ampelophaga Adult\44581.jpg,4,4
Ampelophaga Adult\44590.jpg,4,4
Ampelophaga Adult\44602.jpg,4,4
Ampelophaga Adult\44605.jpg,4,4
Ampelophaga Adult\44606.jpg,4,4
Ampelophaga Adult\44613.jpg,4,4
Ampelophaga Adult\44617.jpg,5,4
Ampelophaga Adult\44621.jpg,4,4
Ampelophaga Adult\44622.jpg,4,4
Ampelophaga Adult\44625.jpg,4,4
Ampelophaga Adult\44626.jpg,4,4
Ampelophaga Larva\43875.jpg,93,5
Ampelophaga Larva\43884.jpg,5,5
Ampelophaga Larva\43887.jpg,99,5
Ampelophaga Larva\43891.jpg,85,5
Ampelophaga Larva\43911.jpg,5,5
Ampelophaga Larva\43922.jpg,112,5
Ampelophaga Larva\43933.jpg,5,5
Ampelophaga Larva\43966.jpg,104,5
Ampelophaga Larva\43978.jpg,104,5
Ampelophaga Larva\43989.jpg,81,5
Ampelophaga Larva\43990.jpg,5,5
Ampelophaga Larva\43996.jpg,5,5
Ampelophaga Larva\44005.jpg,5,5
Ampelophaga Larva\44009.jpg,5,5
Ampelophaga Larva\44015.jpg,5,5
Ampelophaga Larva\44017.jpg,5,5
Ampelophaga Larva\44018.jpg,5,5
Ampelophaga Larva\44046.jpg,5,5
Ampelophaga Larva\44049.jpg,5,5
Ampelophaga Larva\44061.jpg,5,5
Ampelophaga Larva\44067.jpg,5,5
Ampelophaga Larva\44070.jpg,5,5
Ampelophaga Larva\44078.jpg,5,5
Ampelophaga Larva\44085.jpg,5,5
Ampelophaga Larva\44110.jpg,5,5
Ampelophaga Larva\44140.jpg,5,5
Ampelophaga Larva\44147.jpg,5,5
Ampelophaga Larva\44170.jpg,5,5
Ampelophaga Larva\44187.jpg,81,5
Ampelophaga Larva\44218.jpg,32,5
Ampelophaga Larva\44237.jpg,5,5
Ampelophaga Larva\44241.jpg,1,5
Ampelophaga Larva\44343.jpg,5,5
Ampelophaga Larva\44346.jpg,104,5
Ampelophaga Larva\44357.jpg,74,5
Ampelophaga Larva\44361.jpg,32,5
Ampelophaga Larva\44362.jpg,5,5
Ampelophaga Larva\44365.jpg,5,5
Ampelophaga Larva\44368.jpg,5,5
Ampelophaga Larva\44378.jpg,48,5
Ampelophaga Larva\44385.jpg,5,5
Ampelophaga Larva\44388.jpg,5,5
Ampelophaga Larva\44413.jpg,5,5
Ampelophaga Larva\44429.jpg,5,5
Ampelophaga Larva\44437.jpg,33,5
Ampelophaga Larva\44447.jpg,5,5
Ampelophaga Larva\44465.jpg,5,5
Ampelophaga Larva\44466.jpg,104,5
Ampelophaga Larva\44467.jpg,5,5
Ampelophaga Larva\44474.jpg,5,5
Ampelophaga Larva\44489.jpg,5,5
Ampelophaga Larva\44490.jpg,5,5
Ampelophaga Larva\44499.jpg,5,5
Ampelophaga Larva\44500.jpg,5,5
Ampelophaga Larva\44508.jpg,5,5
Ampelophaga Larva\44519.jpg,71,5
Ampelophaga Larva\44537.jpg,5,5
Ampelophaga Larva\44540.jpg,30,5
Ampelophaga Larva\44552.jpg,5,5
Ampelophaga Larva\44569.jpg,5,5
Ampelophaga Larva\44574.jpg,5,5
Ampelophaga Larva\44575.jpg,5,5
Ampelophaga Larva\44580.jpg,49,5
Ampelophaga Larva\44584.jpg,5,5
Ampelophaga Pupa\43916.jpg,94,6
Ampelophaga Pupa\43954.jpg,6,6
Ampelophaga Pupa\44039.jpg,6,6
Ampelophaga Pupa\44071.jpg,6,6
Ampelophaga Pupa\44446.jpg,6,6
Ampelophaga Pupa\44557.jpg,5,6
Aphis citricola Vander Goot Adult\65140.jpg,7,7
Aphis citricola Vander Goot Adult\65145.jpg,7,7
Aphis citricola Vander Goot Adult\65147.jpg,7,7
Aphis citricola Vander Goot Adult\65149.jpg,71,7
Aphis citricola Vander Goot Adult\65150.jpg,71,7
Aphis citricola Vander Goot Adult\65151.jpg,7,7
Aphis citricola Vander Goot Adult\65153.jpg,7,7
Aphis citricola Vander Goot Adult\65165.jpg,7,7
Aphis citricola Vander Goot Adult\65167.jpg,7,7
Aphis citricola Vander Goot Adult\65168.jpg,7,7
Aphis citricola Vander Goot Adult\65176.jpg,7,7
Aphis citricola Vander Goot Adult\65177.jpg,7,7
Aphis citricola Vander Goot Adult\65178.jpg,7,7
Aphis citricola Vander Goot Adult\65179.jpg,7,7
Aphis citricola Vander Goot Adult\65183.jpg,7,7
Aphis citricola Vander Goot Adult\65185.jpg,71,7
Aphis citricola Vander Goot Adult\65194.jpg,61,7
Aphis citricola Vander Goot Adult\65195.jpg,7,7
Aphis citricola Vander Goot Adult\65199.jpg,7,7
Aphis citricola Vander Goot Adult\65203.jpg,85,7
Aphis citricola Vander Goot Adult\65204.jpg,7,7
Aphis citricola Vander Goot Adult\65207.jpg,7,7
Aphis citricola Vander Goot Adult\65209.jpg,7,7
Aphis citricola Vander Goot Adult\65210.jpg,7,7
Aphis citricola Vander Goot Adult\65212.jpg,7,7
Aphis citricola Vander Goot Adult\65213.jpg,7,7
Aphis citricola Vander Goot Adult\65214.jpg,71,7
Aphis citricola Vander Goot Adult\65215.jpg,108,7
Aphis citricola Vander Goot Adult\65220.jpg,7,7
Aphis citricola Vander Goot Adult\65225.jpg,7,7
Aphis citricola Vander Goot Adult\65226.jpg,7,7
Aphis citricola Vander Goot Adult\65227.jpg,7,7
Aphis citricola Vander Goot Adult\65231.jpg,7,7
Aphis citricola Vander Goot Adult\65233.jpg,7,7
Aphis citricola Vander Goot Adult\65237.jpg,7,7
Aphis citricola Vander Goot Adult\65244.jpg,7,7
Aphis citricola Vander Goot Adult\65247.jpg,7,7
Aphis citricola Vander Goot Adult\65248.jpg,7,7
Aphis citricola Vander Goot Adult\65249.jpg,71,7
Aphis citricola Vander Goot Adult\65250.jpg,7,7
Aphis citricola Vander Goot Adult\65256.jpg,7,7
Aphis citricola Vander Goot Adult\65260.jpg,71,7
Aphis citricola Vander Goot Adult\65261.jpg,7,7
Aphis citricola Vander Goot Adult\65265.jpg,71,7
Aphis citricola Vander Goot Adult\65269.jpg,7,7
Aphis citricola Vander Goot Adult\65271.jpg,7,7
Aphis citricola Vander Goot Adult\65276.jpg,7,7
Aphis citricola Vander Goot Adult\65277.jpg,60,7
Aphis citricola Vander Goot Adult\65281.jpg,7,7
Aphis citricola Vander Goot Adult\65285.jpg,61,7
Aphis citricola Vander Goot Adult\65288.jpg,7,7
Aphis citricola Vander Goot Adult\65289.jpg,7,7
Aphis citricola Vander Goot Adult\65295.jpg,7,7
Aphis citricola Vander Goot Adult\65299.jpg,7,7
Aphis citricola Vander Goot Adult\65301.jpg,85,7
Aphis citricola Vander Goot Adult\65307.jpg,7,7
Aphis citricola Vander Goot Adult\65309.jpg,71,7
Aphis citricola Vander Goot Adult\65311.jpg,7,7
Aphis citricola Vander Goot Adult\65314.jpg,7,7
Aphis citricola Vander Goot Adult\65315.jpg,7,7
Aphis citricola Vander Goot Adult\65318.jpg,7,7
Aphis citricola Vander Goot Adult\65321.jpg,3,7
Aphis citricola Vander Goot Adult\65327.jpg,85,7
Aphis citricola Vander Goot Adult\65331.jpg,85,7
Aphis citricola Vander Goot Adult\65335.jpg,85,7
Aphis citricola Vander Goot Adult\65340.jpg,101,7
Aphis citricola Vander Goot Adult\65341.jpg,7,7
Aphis citricola Vander Goot Adult\65343.jpg,7,7
Aphis citricola Vander Goot Adult\65344.jpg,71,7
Aphis citricola Vander Goot Adult\65354.jpg,7,7
Aphis citricola Vander Goot Adult\65362.jpg,8,7
Aphis citricola Vander Goot Adult\65366.jpg,7,7
Aphis citricola Vander Goot Adult\65372.jpg,85,7
Aphis citricola Vander Goot Adult\65376.jpg,7,7
Aphis citricola Vander Goot Adult\65377.jpg,7,7
Aphis citricola Vander Goot Adult\65379.jpg,71,7
Aphis citricola Vander Goot Adult\65381.jpg,7,7
Aphis citricola Vander Goot Adult\65383.jpg,7,7
Aphis citricola Vander Goot Adult\65388.jpg,7,7
Aphis citricola Vander Goot Adult\65394.jpg,7,7
Aphis citricola Vander Goot Adult\65399.jpg,7,7
Aphis citricola Vander Goot Adult\65400.jpg,7,7
Aphis citricola Vander Goot Adult\65401.jpg,7,7
Aphis citricola Vander Goot Adult\65405.jpg,71,7
Aphis citricola Vander Goot Adult\65408.jpg,7,7
Aphis citricola Vander Goot Adult\65409.jpg,104,7
Aphis citricola Vander Goot Adult\65412.jpg,71,7
Aphis citricola Vander Goot Adult\65413.jpg,7,7
Aphis citricola Vander Goot Adult\65420.jpg,71,7
Aphis citricola Vander Goot Adult\65422.jpg,7,7
Aphis citricola Vander Goot Adult\65428.jpg,7,7
Aphis citricola Vander Goot Adult\65431.jpg,101,7
Aphis citricola Vander Goot Adult\65432.jpg,71,7
Aphis citricola Vander Goot Adult\65433.jpg,60,7
Aphis citricola Vander Goot Adult\65440.jpg,7,7
Aphis citricola Vander Goot Adult\65445.jpg,7,7
Aphis citricola Vander Goot Adult\65450.jpg,7,7
Aphis citricola Vander Goot Adult\65454.jpg,36,7
Aphis citricola Vander Goot Adult\65455.jpg,71,7
