Image Name,Predicted,Ground Truth
rice leaf roller\00622.jpg,0,0
rice leaf roller\00623.jpg,0,0
rice leaf roller\00624.jpg,0,0
rice leaf roller\00625.jpg,3,0
rice leaf roller\00627.jpg,0,0
rice leaf roller\00628.jpg,0,0
rice leaf roller\00633.jpg,0,0
rice leaf roller\00634.jpg,0,0
rice leaf roller\00637.jpg,1,0
rice leaf roller\00639.jpg,0,0
rice leaf roller\00651.jpg,0,0
rice leaf roller\00656.jpg,0,0
rice leaf roller\00660.jpg,0,0
rice leaf roller\00664.jpg,0,0
rice leaf roller\00666.jpg,0,0
rice leaf roller\00672.jpg,0,0
rice leaf roller\00687.jpg,0,0
rice leaf roller\00692.jpg,0,0
rice leaf roller\00701.jpg,51,0
rice leaf roller\00705.jpg,0,0
rice leaf roller\00716.jpg,0,0
rice leaf roller\00719.jpg,0,0
rice leaf roller\00722.jpg,0,0
rice leaf roller\00729.jpg,1,0
rice leaf roller\00732.jpg,0,0
rice leaf roller\00736.jpg,22,0
rice leaf roller\00741.jpg,0,0
rice leaf roller\00747.jpg,0,0
rice leaf roller\00753.jpg,0,0
rice leaf roller\00757.jpg,0,0
rice leaf roller\00762.jpg,0,0
rice leaf roller\00767.jpg,0,0
rice leaf roller\00772.jpg,0,0
rice leaf roller\00775.jpg,5,0
rice leaf roller\00778.jpg,1,0
rice leaf roller\00787.jpg,0,0
rice leaf roller\00789.jpg,0,0
rice leaf roller\00790.jpg,0,0
rice leaf roller\00792.jpg,0,0
rice leaf roller\00793.jpg,0,0
rice leaf roller\00799.jpg,0,0
rice leaf roller\00807.jpg,0,0
rice leaf roller\00817.jpg,0,0
rice leaf roller\00818.jpg,0,0
rice leaf roller\00825.jpg,101,0
rice leaf roller\00827.jpg,11,0
rice leaf roller\00832.jpg,0,0
rice leaf roller\00833.jpg,1,0
rice leaf roller\00840.jpg,0,0
rice leaf roller\00842.jpg,0,0
rice leaf roller\00843.jpg,13,0
rice leaf roller\00850.jpg,0,0
rice leaf roller\00871.jpg,22,0
rice leaf roller\00873.jpg,0,0
rice leaf roller\00876.jpg,0,0
rice leaf roller\00880.jpg,0,0
rice leaf roller\00890.jpg,0,0
rice leaf roller\00893.jpg,0,0
rice leaf roller\00896.jpg,0,0
rice leaf roller\00897.jpg,0,0
rice leaf roller\00898.jpg,13,0
rice leaf roller\00900.jpg,0,0
rice leaf roller\00905.jpg,0,0
rice leaf roller\00907.jpg,1,0
rice leaf roller\00912.jpg,0,0
rice leaf roller\00916.jpg,0,0
rice leaf roller\00923.jpg,3,0
rice leaf roller\00933.jpg,0,0
rice leaf roller\00936.jpg,0,0
rice leaf roller\00940.jpg,0,0
rice leaf roller\00941.jpg,0,0
rice leaf roller\00942.jpg,0,0
rice leaf roller\00953.jpg,0,0
rice leaf roller\00958.jpg,3,0
rice leaf roller\00975.jpg,0,0
rice leaf roller\00980.jpg,0,0
rice leaf roller\00992.jpg,0,0
rice leaf roller\01004.jpg,45,0
rice leaf roller\01007.jpg,0,0
rice leaf roller\01009.jpg,0,0
rice leaf roller\01016.jpg,0,0
rice leaf roller\01024.jpg,29,0
rice leaf roller\01025.jpg,0,0
rice leaf roller\01031.jpg,0,0
rice leaf roller\01034.jpg,0,0
rice leaf roller\01042.jpg,0,0
rice leaf roller\01044.jpg,0,0
rice leaf roller\01047.jpg,0,0
rice leaf roller\01049.jpg,0,0
rice leaf roller\01074.jpg,0,0
rice leaf roller\01078.jpg,0,0
rice leaf roller\01079.jpg,22,0
rice leaf roller\01094.jpg,0,0
rice leaf roller\01101.jpg,0,0
rice leaf roller\01102.jpg,0,0
rice leaf roller\01105.jpg,0,0
rice leaf roller\01107.jpg,0,0
rice leaf roller\01109.jpg,0,0
rice leaf roller\01111.jpg,22,0
rice leaf roller\01112.jpg,97,0
rice leaf caterpillar\01117.jpg,16,1
rice leaf caterpillar\01118.jpg,1,1
rice leaf caterpillar\01119.jpg,1,1
rice leaf caterpillar\01123.jpg,1,1
rice leaf caterpillar\01127.jpg,1,1
rice leaf caterpillar\01129.jpg,1,1
rice leaf caterpillar\01139.jpg,0,1
rice leaf caterpillar\01140.jpg,1,1
rice leaf caterpillar\01141.jpg,1,1
rice leaf caterpillar\01144.jpg,3,1
rice leaf caterpillar\01151.jpg,22,1
rice leaf caterpillar\01152.jpg,3,1
rice leaf caterpillar\01153.jpg,97,1
rice leaf caterpillar\01158.jpg,67,1
rice leaf caterpillar\01159.jpg,3,1
rice leaf caterpillar\01164.jpg,1,1
rice leaf caterpillar\01165.jpg,0,1
rice leaf caterpillar\01166.jpg,1,1
rice leaf caterpillar\01167.jpg,1,1
rice leaf caterpillar\01172.jpg,1,1
rice leaf caterpillar\01188.jpg,1,1
rice leaf caterpillar\01191.jpg,0,1
rice leaf caterpillar\01195.jpg,0,1
rice leaf caterpillar\01196.jpg,1,1
rice leaf caterpillar\01200.jpg,1,1
rice leaf caterpillar\01206.jpg,1,1
rice leaf caterpillar\01209.jpg,13,1
rice leaf caterpillar\01210.jpg,1,1
rice leaf caterpillar\01214.jpg,45,1
rice leaf caterpillar\01215.jpg,3,1
rice leaf caterpillar\01216.jpg,1,1
rice leaf caterpillar\01242.jpg,39,1
rice leaf caterpillar\01244.jpg,1,1
rice leaf caterpillar\01251.jpg,0,1
rice leaf caterpillar\01254.jpg,58,1
rice leaf caterpillar\01255.jpg,3,1
rice leaf caterpillar\01256.jpg,26,1
rice leaf caterpillar\01260.jpg,25,1
rice leaf caterpillar\01275.jpg,1,1
rice leaf caterpillar\01277.jpg,1,1
rice leaf caterpillar\01284.jpg,86,1
rice leaf caterpillar\01289.jpg,0,1
rice leaf caterpillar\01310.jpg,1,1
rice leaf caterpillar\01311.jpg,87,1
rice leaf caterpillar\01314.jpg,1,1
rice leaf caterpillar\01317.jpg,34,1
rice leaf caterpillar\01322.jpg,1,1
rice leaf caterpillar\01325.jpg,45,1
rice leaf caterpillar\01329.jpg,26,1
rice leaf caterpillar\01337.jpg,1,1
rice leaf caterpillar\01340.jpg,1,1
rice leaf caterpillar\01345.jpg,4,1
rice leaf caterpillar\01346.jpg,45,1
rice leaf caterpillar\01353.jpg,1,1
rice leaf caterpillar\01360.jpg,1,1
rice leaf caterpillar\01366.jpg,1,1
rice leaf caterpillar\01368.jpg,101,1
rice leaf caterpillar\01373.jpg,0,1
rice leaf caterpillar\01376.jpg,1,1
rice leaf caterpillar\01377.jpg,0,1
rice leaf caterpillar\01379.jpg,18,1
rice leaf caterpillar\01387.jpg,1,1
rice leaf caterpillar\01392.jpg,1,1
rice leaf caterpillar\01407.jpg,1,1
rice leaf caterpillar\01418.jpg,23,1
rice leaf caterpillar\01422.jpg,1,1
rice leaf caterpillar\01429.jpg,1,1
rice leaf caterpillar\01434.jpg,1,1
rice leaf caterpillar\01443.jpg,1,1
rice leaf caterpillar\01445.jpg,0,1
rice leaf caterpillar\01446.jpg,1,1
rice leaf caterpillar\01450.jpg,1,1
rice leaf caterpillar\01452.jpg,1,1
rice leaf caterpillar\01461.jpg,66,1
rice leaf caterpillar\01478.jpg,1,1
rice leaf caterpillar\01480.jpg,0,1
rice leaf caterpillar\01483.jpg,1,1
rice leaf caterpillar\01484.jpg,3,1
rice leaf caterpillar\01486.jpg,22,1
rice leaf caterpillar\01487.jpg,1,1
rice leaf caterpillar\01491.jpg,4,1
rice leaf caterpillar\01496.jpg,3,1
rice leaf caterpillar\01497.jpg,33,1
rice leaf caterpillar\01500.jpg,0,1
rice leaf caterpillar\01502.jpg,0,1
rice leaf caterpillar\01503.jpg,1,1
rice leaf caterpillar\01506.jpg,1,1
rice leaf caterpillar\01509.jpg,0,1
rice leaf caterpillar\01512.jpg,23,1
rice leaf caterpillar\01513.jpg,1,1
rice leaf caterpillar\01515.jpg,0,1
rice leaf caterpillar\01521.jpg,0,1
rice leaf caterpillar\01526.jpg,1,1
rice leaf caterpillar\01531.jpg,1,1
rice leaf caterpillar\01542.jpg,1,1
rice leaf caterpillar\01545.jpg,0,1
rice leaf caterpillar\01552.jpg,0,1
rice leaf caterpillar\01553.jpg,1,1
rice leaf caterpillar\01557.jpg,1,1
rice leaf caterpillar\01558.jpg,1,1
rice leaf caterpillar\01563.jpg,0,1
rice leaf caterpillar\01567.jpg,1,1
rice leaf caterpillar\01568.jpg,0,1
rice leaf caterpillar\01574.jpg,48,1
rice leaf caterpillar\01575.jpg,1,1
rice leaf caterpillar\01576.jpg,1,1
rice leaf caterpillar\01586.jpg,0,1
rice leaf caterpillar\01592.jpg,0,1
rice leaf caterpillar\01597.jpg,0,1
rice leaf caterpillar\01601.jpg,1,1
paddy stem maggot\01603.jpg,35,2
paddy stem maggot\01608.jpg,2,2
paddy stem maggot\01613.jpg,6,2
paddy stem maggot\01622.jpg,35,2
paddy stem maggot\01624.jpg,6,2
paddy stem maggot\01632.jpg,36,2
paddy stem maggot\01636.jpg,10,2
paddy stem maggot\01644.jpg,67,2
paddy stem maggot\01647.jpg,40,2
paddy stem maggot\01656.jpg,3,2
paddy stem maggot\01666.jpg,69,2
paddy stem maggot\01675.jpg,40,2
paddy stem maggot\01684.jpg,3,2
paddy stem maggot\01705.jpg,35,2
paddy stem maggot\01715.jpg,6,2
paddy stem maggot\01716.jpg,40,2
paddy stem maggot\01721.jpg,40,2
paddy stem maggot\01725.jpg,6,2
paddy stem maggot\01728.jpg,38,2
paddy stem maggot\01730.jpg,34,2
paddy stem maggot\01736.jpg,46,2
paddy stem maggot\01760.jpg,70,2
paddy stem maggot\01761.jpg,6,2
paddy stem maggot\01775.jpg,6,2
paddy stem maggot\01777.jpg,38,2
paddy stem maggot\01781.jpg,6,2
paddy stem maggot\01783.jpg,6,2
paddy stem maggot\01792.jpg,1,2
paddy stem maggot\01793.jpg,35,2
paddy stem maggot\01796.jpg,6,2
paddy stem maggot\01799.jpg,2,2
paddy stem maggot\01808.jpg,35,2
paddy stem maggot\01816.jpg,2,2
paddy stem maggot\01817.jpg,88,2
paddy stem maggot\01823.jpg,2,2
paddy stem maggot\01825.jpg,6,2
paddy stem maggot\01827.jpg,35,2
paddy stem maggot\01829.jpg,6,2
paddy stem maggot\01834.jpg,2,2
paddy stem maggot\01854.jpg,101,2
paddy stem maggot\01856.jpg,2,2
paddy stem maggot\01857.jpg,2,2
asiatic rice borer\01863.jpg,3,3
asiatic rice borer\01869.jpg,3,3
asiatic rice borer\01871.jpg,22,3
asiatic rice borer\01872.jpg,3,3
asiatic rice borer\01876.jpg,3,3
asiatic rice borer\01877.jpg,22,3
asiatic rice borer\01879.jpg,4,3
asiatic rice borer\01880.jpg,3,3
asiatic rice borer\01883.jpg,3,3
asiatic rice borer\01886.jpg,4,3
asiatic rice borer\01887.jpg,22,3
asiatic rice borer\01899.jpg,3,3
asiatic rice borer\01901.jpg,4,3
asiatic rice borer\01903.jpg,3,3
asiatic rice borer\01913.jpg,4,3
asiatic rice borer\01914.jpg,3,3
asiatic rice borer\01918.jpg,26,3
asiatic rice borer\01922.jpg,3,3
asiatic rice borer\01924.jpg,23,3
asiatic rice borer\01926.jpg,3,3
asiatic rice borer\01927.jpg,0,3
asiatic rice borer\01942.jpg,3,3
asiatic rice borer\01950.jpg,3,3
asiatic rice borer\01951.jpg,1,3
asiatic rice borer\01955.jpg,3,3
asiatic rice borer\01956.jpg,3,3
asiatic rice borer\01964.jpg,3,3
asiatic rice borer\01966.jpg,3,3
asiatic rice borer\01971.jpg,3,3
asiatic rice borer\01989.jpg,3,3
asiatic rice borer\01994.jpg,4,3
asiatic rice borer\01995.jpg,3,3
asiatic rice borer\02000.jpg,0,3
asiatic rice borer\02004.jpg,4,3
asiatic rice borer\02010.jpg,4,3
asiatic rice borer\02016.jpg,3,3
asiatic rice borer\02017.jpg,3,3
asiatic rice borer\02023.jpg,3,3
asiatic rice borer\02027.jpg,3,3
asiatic rice borer\02029.jpg,22,3
asiatic rice borer\02032.jpg,4,3
asiatic rice borer\02033.jpg,3,3
asiatic rice borer\02043.jpg,26,3
asiatic rice borer\02053.jpg,4,3
asiatic rice borer\02055.jpg,3,3
asiatic rice borer\02065.jpg,3,3
asiatic rice borer\02072.jpg,3,3
asiatic rice borer\02081.jpg,3,3
asiatic rice borer\02093.jpg,0,3
asiatic rice borer\02104.jpg,3,3
asiatic rice borer\02122.jpg,3,3
asiatic rice borer\02123.jpg,3,3
asiatic rice borer\02135.jpg,3,3
asiatic rice borer\02136.jpg,3,3
asiatic rice borer\02138.jpg,3,3
asiatic rice borer\02143.jpg,3,3
asiatic rice borer\02145.jpg,3,3
asiatic rice borer\02149.jpg,3,3
asiatic rice borer\02150.jpg,3,3
asiatic rice borer\02160.jpg,3,3
asiatic rice borer\02166.jpg,3,3
asiatic rice borer\02170.jpg,3,3
asiatic rice borer\02175.jpg,3,3
asiatic rice borer\02220.jpg,23,3
asiatic rice borer\02222.jpg,3,3
asiatic rice borer\02223.jpg,3,3
asiatic rice borer\02228.jpg,1,3
asiatic rice borer\02231.jpg,22,3
asiatic rice borer\02232.jpg,0,3
asiatic rice borer\02233.jpg,3,3
asiatic rice borer\02240.jpg,4,3
asiatic rice borer\02245.jpg,3,3
asiatic rice borer\02254.jpg,3,3
asiatic rice borer\02257.jpg,87,3
asiatic rice borer\02258.jpg,22,3
asiatic rice borer\02265.jpg,3,3
asiatic rice borer\02267.jpg,20,3
asiatic rice borer\02275.jpg,3,3
asiatic rice borer\02277.jpg,3,3
asiatic rice borer\02286.jpg,3,3
asiatic rice borer\02287.jpg,3,3
asiatic rice borer\02290.jpg,39,3
asiatic rice borer\02302.jpg,3,3
asiatic rice borer\02307.jpg,22,3
asiatic rice borer\02312.jpg,4,3
asiatic rice borer\02315.jpg,4,3
asiatic rice borer\02317.jpg,86,3
asiatic rice borer\02318.jpg,4,3
asiatic rice borer\02321.jpg,0,3
asiatic rice borer\02328.jpg,3,3
asiatic rice borer\02330.jpg,3,3
asiatic rice borer\02332.jpg,3,3
asiatic rice borer\02342.jpg,22,3
asiatic rice borer\02348.jpg,3,3
asiatic rice borer\02350.jpg,3,3
asiatic rice borer\02358.jpg,3,3
asiatic rice borer\02364.jpg,45,3
asiatic rice borer\02366.jpg,3,3
asiatic rice borer\02367.jpg,6,3
asiatic rice borer\02375.jpg,3,3
asiatic rice borer\02378.jpg,3,3
asiatic rice borer\02385.jpg,3,3
asiatic rice borer\02393.jpg,3,3
asiatic rice borer\02402.jpg,22,3
asiatic rice borer\02405.jpg,3,3
asiatic rice borer\02409.jpg,3,3
asiatic rice borer\02411.jpg,3,3
asiatic rice borer\02413.jpg,3,3
asiatic rice borer\02415.jpg,3,3
asiatic rice borer\02419.jpg,3,3
asiatic rice borer\02426.jpg,3,3
asiatic rice borer\02431.jpg,3,3
asiatic rice borer\02432.jpg,1,3
asiatic rice borer\02443.jpg,22,3
asiatic rice borer\02461.jpg,3,3
asiatic rice borer\02462.jpg,4,3
asiatic rice borer\02472.jpg,1,3
asiatic rice borer\02473.jpg,3,3
asiatic rice borer\02474.jpg,3,3
asiatic rice borer\02488.jpg,16,3
asiatic rice borer\02492.jpg,10,3
asiatic rice borer\02502.jpg,1,3
asiatic rice borer\02503.jpg,11,3
asiatic rice borer\02505.jpg,3,3
asiatic rice borer\02517.jpg,3,3
asiatic rice borer\02547.jpg,0,3
asiatic rice borer\02548.jpg,3,3
asiatic rice borer\02551.jpg,3,3
asiatic rice borer\02555.jpg,3,3
asiatic rice borer\02560.jpg,3,3
asiatic rice borer\02567.jpg,22,3
asiatic rice borer\02576.jpg,39,3
asiatic rice borer\02578.jpg,3,3
asiatic rice borer\02582.jpg,3,3
asiatic rice borer\02588.jpg,67,3
asiatic rice borer\02591.jpg,26,3
asiatic rice borer\02592.jpg,3,3
asiatic rice borer\02596.jpg,3,3
asiatic rice borer\02600.jpg,22,3
asiatic rice borer\02603.jpg,22,3
asiatic rice borer\02612.jpg,3,3
asiatic rice borer\02614.jpg,3,3
asiatic rice borer\02615.jpg,22,3
asiatic rice borer\02623.jpg,0,3
asiatic rice borer\02626.jpg,22,3
asiatic rice borer\02628.jpg,4,3
asiatic rice borer\02631.jpg,16,3
asiatic rice borer\02635.jpg,4,3
asiatic rice borer\02636.jpg,39,3
asiatic rice borer\02646.jpg,3,3
asiatic rice borer\02648.jpg,3,3
asiatic rice borer\02650.jpg,3,3
asiatic rice borer\02654.jpg,3,3
asiatic rice borer\02656.jpg,3,3
asiatic rice borer\02660.jpg,3,3
asiatic rice borer\02662.jpg,3,3
asiatic rice borer\02664.jpg,3,3
asiatic rice borer\02665.jpg,3,3
asiatic rice borer\02667.jpg,0,3
asiatic rice borer\02672.jpg,3,3
asiatic rice borer\02674.jpg,3,3
asiatic rice borer\02678.jpg,3,3
asiatic rice borer\02686.jpg,3,3
asiatic rice borer\02699.jpg,6,3
asiatic rice borer\02703.jpg,3,3
asiatic rice borer\02706.jpg,3,3
asiatic rice borer\02709.jpg,3,3
asiatic rice borer\02716.jpg,3,3
asiatic rice borer\02720.jpg,3,3
asiatic rice borer\02725.jpg,4,3
asiatic rice borer\02732.jpg,3,3
asiatic rice borer\02738.jpg,67,3
asiatic rice borer\02742.jpg,3,3
asiatic rice borer\02754.jpg,3,3
asiatic rice borer\02755.jpg,3,3
asiatic rice borer\02763.jpg,86,3
asiatic rice borer\02777.jpg,3,3
asiatic rice borer\02792.jpg,3,3
asiatic rice borer\02796.jpg,3,3
asiatic rice borer\02804.jpg,3,3
asiatic rice borer\02805.jpg,3,3
asiatic rice borer\02806.jpg,3,3
asiatic rice borer\02812.jpg,22,3
asiatic rice borer\02814.jpg,4,3
asiatic rice borer\02815.jpg,3,3
asiatic rice borer\02822.jpg,4,3
asiatic rice borer\02823.jpg,4,3
asiatic rice borer\02827.jpg,3,3
asiatic rice borer\02830.jpg,3,3
asiatic rice borer\02841.jpg,3,3
asiatic rice borer\02843.jpg,26,3
asiatic rice borer\02848.jpg,68,3
asiatic rice borer\02854.jpg,4,3
asiatic rice borer\02855.jpg,3,3
asiatic rice borer\02857.jpg,3,3
asiatic rice borer\02869.jpg,11,3
asiatic rice borer\02881.jpg,4,3
asiatic rice borer\02885.jpg,22,3
asiatic rice borer\02886.jpg,0,3
asiatic rice borer\02888.jpg,3,3
asiatic rice borer\02890.jpg,3,3
asiatic rice borer\02892.jpg,3,3
asiatic rice borer\02895.jpg,3,3
asiatic rice borer\02907.jpg,3,3
asiatic rice borer\02912.jpg,22,3
asiatic rice borer\02913.jpg,3,3
asiatic rice borer\02915.jpg,4,3
yellow rice borer\02924.jpg,4,4
yellow rice borer\02930.jpg,22,4
yellow rice borer\02933.jpg,4,4
yellow rice borer\02934.jpg,4,4
yellow rice borer\02935.jpg,4,4
yellow rice borer\02936.jpg,0,4
yellow rice borer\02939.jpg,4,4
yellow rice borer\02944.jpg,4,4
yellow rice borer\02945.jpg,3,4
yellow rice borer\02951.jpg,4,4
yellow rice borer\02955.jpg,4,4
yellow rice borer\02960.jpg,4,4
yellow rice borer\02963.jpg,4,4
yellow rice borer\02969.jpg,4,4
yellow rice borer\02971.jpg,4,4
yellow rice borer\02975.jpg,4,4
yellow rice borer\02976.jpg,4,4
yellow rice borer\02980.jpg,3,4
yellow rice borer\02983.jpg,4,4
yellow rice borer\02984.jpg,3,4
yellow rice borer\02985.jpg,4,4
yellow rice borer\02987.jpg,3,4
yellow rice borer\02990.jpg,4,4
yellow rice borer\02995.jpg,4,4
yellow rice borer\02999.jpg,4,4
yellow rice borer\03001.jpg,3,4
yellow rice borer\03006.jpg,3,4
yellow rice borer\03008.jpg,4,4
yellow rice borer\03020.jpg,4,4
yellow rice borer\03024.jpg,11,4
yellow rice borer\03027.jpg,4,4
yellow rice borer\03032.jpg,4,4
yellow rice borer\03035.jpg,4,4
yellow rice borer\03041.jpg,4,4
yellow rice borer\03044.jpg,4,4
yellow rice borer\03047.jpg,4,4
yellow rice borer\03049.jpg,0,4
yellow rice borer\03050.jpg,4,4
yellow rice borer\03052.jpg,4,4
yellow rice borer\03056.jpg,4,4
yellow rice borer\03059.jpg,4,4
yellow rice borer\03063.jpg,4,4
yellow rice borer\03070.jpg,3,4
yellow rice borer\03076.jpg,4,4
yellow rice borer\03077.jpg,4,4
yellow rice borer\03081.jpg,94,4
yellow rice borer\03084.jpg,4,4
yellow rice borer\03093.jpg,4,4
yellow rice borer\03097.jpg,4,4
yellow rice borer\03099.jpg,4,4
yellow rice borer\03100.jpg,4,4
yellow rice borer\03102.jpg,4,4
yellow rice borer\03110.jpg,101,4
yellow rice borer\03119.jpg,4,4
yellow rice borer\03120.jpg,38,4
yellow rice borer\03129.jpg,3,4
yellow rice borer\03147.jpg,4,4
yellow rice borer\03151.jpg,4,4
yellow rice borer\03160.jpg,4,4
yellow rice borer\03171.jpg,4,4
yellow rice borer\03185.jpg,4,4
yellow rice borer\03187.jpg,3,4
yellow rice borer\03201.jpg,4,4
yellow rice borer\03203.jpg,13,4
yellow rice borer\03204.jpg,22,4
yellow rice borer\03205.jpg,4,4
yellow rice borer\03206.jpg,4,4
yellow rice borer\03212.jpg,3,4
yellow rice borer\03214.jpg,16,4
yellow rice borer\03222.jpg,16,4
yellow rice borer\03223.jpg,4,4
yellow rice borer\03230.jpg,3,4
yellow rice borer\03231.jpg,4,4
yellow rice borer\03232.jpg,4,4
yellow rice borer\03234.jpg,4,4
yellow rice borer\03241.jpg,4,4
yellow rice borer\03243.jpg,4,4
yellow rice borer\03244.jpg,4,4
yellow rice borer\03246.jpg,1,4
yellow rice borer\03248.jpg,4,4
yellow rice borer\03250.jpg,3,4
yellow rice borer\03267.jpg,4,4
yellow rice borer\03269.jpg,22,4
yellow rice borer\03270.jpg,4,4
yellow rice borer\03278.jpg,4,4
yellow rice borer\03281.jpg,4,4
yellow rice borer\03294.jpg,3,4
yellow rice borer\03296.jpg,4,4
yellow rice borer\03300.jpg,4,4
yellow rice borer\03302.jpg,22,4
yellow rice borer\03307.jpg,4,4
yellow rice borer\03322.jpg,67,4
yellow rice borer\03324.jpg,45,4
yellow rice borer\03328.jpg,4,4
yellow rice borer\03329.jpg,56,4
yellow rice borer\03335.jpg,4,4
yellow rice borer\03337.jpg,4,4
yellow rice borer\03339.jpg,4,4
yellow rice borer\03342.jpg,26,4
yellow rice borer\03346.jpg,4,4
yellow rice borer\03350.jpg,4,4
yellow rice borer\03352.jpg,4,4
yellow rice borer\03360.jpg,4,4
yellow rice borer\03373.jpg,4,4
yellow rice borer\03375.jpg,4,4
yellow rice borer\03377.jpg,4,4
yellow rice borer\03381.jpg,3,4
yellow rice borer\03386.jpg,4,4
yellow rice borer\03391.jpg,3,4
yellow rice borer\03392.jpg,3,4
yellow rice borer\03400.jpg,4,4
yellow rice borer\03408.jpg,4,4
yellow rice borer\03410.jpg,4,4
yellow rice borer\03416.jpg,11,4
yellow rice borer\03417.jpg,4,4
yellow rice borer\03419.jpg,4,4
rice gall midge\03423.jpg,5,5
rice gall midge\03428.jpg,5,5
rice gall midge\03431.jpg,67,5
